"","genus_species","species","genus","family","order","publications","citations","journals","years_publishing","x","y"
"938","Cratogeomys fumosus","fumosus","Cratogeomys","Geomyidae","Rodentia",4,56,3,20,-101.568313293119,19.869640686806
"939","Cratogeomys goldmani","goldmani","Cratogeomys","Geomyidae","Rodentia",1,18,1,14,-101.292670320562,23.6243649669268
"940","Cratogeomys merriami","merriami","Cratogeomys","Geomyidae","Rodentia",5,25,5,49,-99,19
"941","Cratogeomys perotensis","perotensis","Cratogeomys","Geomyidae","Rodentia",0,0,0,NA,-98.0000000000003,19.0030052338495
"942","Cratogeomys planiceps","planiceps","Cratogeomys","Geomyidae","Rodentia",1,1,1,2,-100.000000000002,19.0030052338497
"943","Cremnomys cutchicus","cutchicus","Cremnomys","Muridae","Rodentia",7,22,6,49,76.9999999999999,14.0087077749104
"944","Cremnomys elvira","elvira","Cremnomys","Muridae","Rodentia",0,0,0,NA,NA,NA
"945","Cricetomys emini","emini","Cricetomys","Nesomyidae","Rodentia",66,681,54,40,-10.5662080308114,8.34814803704343
"946","Cricetomys gambianus","gambianus","Cricetomys","Nesomyidae","Rodentia",198,1518,121,84,2.49916579439791,9.27118437357967
"947","Cricetulus alticola","alticola","Cricetulus","Cricetidae","Rodentia",1,4,1,11,78.3281195471604,34.3549301073094
"948","Cricetulus barabensis","barabensis","Cricetulus","Cricetidae","Rodentia",121,799,65,64,103.525066629423,48.904132189226
"949","Cricetulus kamensis","kamensis","Cricetulus","Cricetidae","Rodentia",6,56,6,16,86,37.0065771188704
"950","Cricetulus lama","lama","Cricetulus","Cricetidae","Rodentia",0,0,0,NA,NA,NA
"951","Cricetulus longicaudatus","longicaudatus","Cricetulus","Cricetidae","Rodentia",14,171,12,31,93.4228248320112,46.6345204156588
"952","Cricetulus migratorius","migratorius","Cricetulus","Cricetidae","Rodentia",119,3014,93,57,33.567950969157,49.0759275125365
"953","Cricetulus sokolovi","sokolovi","Cricetulus","Cricetidae","Rodentia",3,19,3,14,90.9999999999987,45.0087284188928
"954","Cricetulus tibetanus","tibetanus","Cricetulus",NA,NA,0,0,0,NA,99,35
"955","Cricetus cricetus","cricetus","Cricetus","Cricetidae","Rodentia",333,3248,187,86,11.227062060625,50.5696172086245
"956","Crocidura abscondita","abscondita","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"957","Crocidura aleksandrisi","aleksandrisi","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,21,33
"958","Crocidura allex","allex","Crocidura","Soricidae","Eulipotyphla",2,16,2,31,37.6663956479037,-1.66771894838851
"959","Crocidura andamanensis","andamanensis","Crocidura","Soricidae","Eulipotyphla",1,1,1,2,92.9999999999999,12.0074234947157
"960","Crocidura annamitensis","annamitensis","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"961","Crocidura ansellorum","ansellorum","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"962","Crocidura arabica","arabica","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"963","Crocidura arispa","arispa","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"964","Crocidura armenica","armenica","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"965","Crocidura attenuata","attenuata","Crocidura","Soricidae","Eulipotyphla",31,457,22,38,105.558571312266,29.3145180303759
"966","Crocidura attila","attila","Crocidura","Soricidae","Eulipotyphla",1,14,1,23,10.332790964604,4.33563706315321
"967","Crocidura baileyi","baileyi","Crocidura","Soricidae","Eulipotyphla",2,82,2,46,36.9999999999999,11.0016965084064
"968","Crocidura baluensis","baluensis","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,117,6.00367070586001
"969","Crocidura batakorum","batakorum","Crocidura","Soricidae","Eulipotyphla",1,3,1,4,118.334702935937,9.67225024912921
"970","Crocidura batesi","batesi","Crocidura","Soricidae","Eulipotyphla",2,21,2,23,12,3.00045740230187
"971","Crocidura beatus","beatus","Crocidura","Soricidae","Eulipotyphla",2,13,2,19,124.714496232262,9.02188434354186
"972","Crocidura beccarii","beccarii","Crocidura","Soricidae","Eulipotyphla",1,1,1,2,101,-1
"973","Crocidura bottegi","bottegi","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,4,7.00107163467525
"974","Crocidura bottegoides","bottegoides","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,39,7
"975","Crocidura brunnea","brunnea","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,108,-7.00107163467528
"976","Crocidura buettikoferi","buettikoferi","Crocidura","Soricidae","Eulipotyphla",6,111,5,23,-8.5538499152082,7.63546172188439
"977","Crocidura caliginea","caliginea","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,28.2,0.600110911487181
"978","Crocidura canariensis","canariensis","Crocidura","Soricidae","Eulipotyphla",9,137,8,35,-14,29.0048379862779
"979","Crocidura caspica","caspica","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"980","Crocidura cinderella","cinderella","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,-11,9.0013823430766
"981","Crocidura congobelgica","congobelgica","Crocidura","Soricidae","Eulipotyphla",1,11,1,17,NA,NA
"982","Crocidura cranbrooki","cranbrooki","Crocidura",NA,NA,0,0,0,NA,NA,NA
"983","Crocidura crenata","crenata","Crocidura","Soricidae","Eulipotyphla",2,12,2,57,10.0003049270987,-1.00106754317189
"984","Crocidura crossei","crossei","Crocidura","Soricidae","Eulipotyphla",2,20,2,34,3.28169187914319,8.15264128268293
"985","Crocidura cyanea","cyanea","Crocidura","Soricidae","Eulipotyphla",8,107,7,27,16.7493079986192,-24.5750355357708
"986","Crocidura denti","denti","Crocidura","Soricidae","Eulipotyphla",1,1,1,6,29.0004434688591,1.36495416913055
"987","Crocidura desperata","desperata","Crocidura","Soricidae","Eulipotyphla",2,25,2,31,35,-9.0013823430766
"988","Crocidura dhofarensis","dhofarensis","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"989","Crocidura dolichura","dolichura","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,29.2221016017918,-0.558618015341173
"990","Crocidura douceti","douceti","Crocidura","Soricidae","Eulipotyphla",3,32,2,53,-9,8.00490832203992
"991","Crocidura dsinezumi","dsinezumi","Crocidura","Soricidae","Eulipotyphla",21,249,16,42,139.01268578489,36.0253780849212
"992","Crocidura eisentrauti","eisentrauti","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"993","Crocidura elgonius","elgonius","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,37.3960777533776,-7.40851533353608
"994","Crocidura elongata","elongata","Crocidura","Soricidae","Eulipotyphla",1,8,1,4,121.499542609352,-0.751122425975569
"995","Crocidura erica","erica","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,16,-9.00138234307659
"996","Crocidura fingui","fingui","Crocidura","Soricidae","Eulipotyphla",1,13,1,7,NA,NA
"997","Crocidura fischeri","fischeri","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,39,-7.00107163467528
"998","Crocidura flavescens","flavescens","Crocidura","Soricidae","Eulipotyphla",15,106,10,67,30.3292200875596,-28.3503817895681
"999","Crocidura floweri","floweri","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,31.9999999999999,31.0052443078995
"1000","Crocidura foetida","foetida","Crocidura","Soricidae","Eulipotyphla",1,7,1,14,119,5.000764
"1001","Crocidura foxi","foxi","Crocidura","Soricidae","Eulipotyphla",3,15,3,18,1.997233,9.009687
"1002","Crocidura fuliginosa","fuliginosa","Crocidura","Soricidae","Eulipotyphla",8,229,7,32,101,4.002442
"1003","Crocidura fulvastra","fulvastra","Crocidura","Soricidae","Eulipotyphla",4,18,4,18,39,-4.002442
"1004","Crocidura fumosa","fumosa","Crocidura","Soricidae","Eulipotyphla",8,92,3,34,36.99939,-2.00122
"1005","Crocidura fuscomurina","fuscomurina","Crocidura","Soricidae","Eulipotyphla",5,74,5,39,0.4556521,9.380663
"1006","Crocidura glassi","glassi","Crocidura","Soricidae","Eulipotyphla",2,12,2,12,38,7.001072
"1007","Crocidura gmelini","gmelini","Crocidura","Soricidae","Eulipotyphla",2,45,2,21,73,30.02017
"1008","Crocidura goliath","goliath","Crocidura","Soricidae","Eulipotyphla",4,29,4,26,10.6001,-1.000885
"1009","Crocidura gracilipes","gracilipes","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,30.50015,0.501163
"1010","Crocidura grandiceps","grandiceps","Crocidura","Soricidae","Eulipotyphla",5,36,5,34,-0.6683759,7.005364
"1011","Crocidura grandis","grandis","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"1012","Crocidura grassei","grassei","Crocidura","Soricidae","Eulipotyphla",3,24,2,26,10.3336,-1.667719
"1013","Crocidura grayi","grayi","Crocidura","Soricidae","Eulipotyphla",3,71,3,31,122,16.04012
"1014","Crocidura greenwoodi","greenwoodi","Crocidura","Soricidae","Eulipotyphla",1,14,1,23,45,3
"1015","Crocidura guy","guy","Crocidura",NA,NA,0,0,0,NA,NA,NA
"1016","Crocidura harenna","harenna","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"1017","Crocidura hikmiya","hikmiya","Crocidura","Soricidae","Eulipotyphla",2,11,2,15,NA,NA
"1018","Crocidura hildegardeae","hildegardeae","Crocidura","Soricidae","Eulipotyphla",2,14,2,17,35.3519,-8.875808
"1019","Crocidura hilliana","hilliana","Crocidura","Soricidae","Eulipotyphla",1,5,1,24,101,17.00267
"1020","Crocidura hirta","hirta","Crocidura","Soricidae","Eulipotyphla",10,204,8,58,35.912,-10.29025
"1021","Crocidura hispida","hispida","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,93,11
"1022","Crocidura horsfieldii","horsfieldii","Crocidura","Soricidae","Eulipotyphla",2,47,2,21,81,7.001072
"1023","Crocidura hutanis","hutanis","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,98,3.000457
"1024","Crocidura indochinensis","indochinensis","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"1025","Crocidura jacksoni","jacksoni","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,37.85789,-3.003598
"1026","Crocidura jenkinsi","jenkinsi","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,93,11
"1027","Crocidura jouvenetae","jouvenetae","Crocidura","Soricidae","Eulipotyphla",3,63,3,11,-7.129713,7.801572
"1028","Crocidura katinka","katinka","Crocidura","Soricidae","Eulipotyphla",1,15,1,52,35,33
"1029","Crocidura kivuana","kivuana","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,29,-3
"1030","Crocidura lamottei","lamottei","Crocidura","Soricidae","Eulipotyphla",1,33,1,23,-11.40148,9.805936
"1031","Crocidura lanosa","lanosa","Crocidura","Soricidae","Eulipotyphla",1,6,1,31,29,-3
"1032","Crocidura lasiura","lasiura","Crocidura","Soricidae","Eulipotyphla",50,807,27,31,127.3155,37.05927
"1033","Crocidura latona","latona","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,28.33347,-0.0008136349
"1034","Crocidura lea","lea","Crocidura","Soricidae","Eulipotyphla",1,16,1,7,121.2853,-0.7155579
"1035","Crocidura lepidura","lepidura","Crocidura","Soricidae","Eulipotyphla",1,18,1,27,101,-1.000152
"1036","Crocidura leucodon","leucodon","Crocidura","Soricidae","Eulipotyphla",65,626,53,52,9.02611,49.06492
"1037","Crocidura levicula","levicula","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,119.7995,-2.603299
"1038","Crocidura littoralis","littoralis","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,28.6,0.6001109
"1039","Crocidura longipes","longipes","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,9,9.001382
"1040","Crocidura lucina","lucina","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,39,8.004908
"1041","Crocidura ludia","ludia","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,28,1.000152
"1042","Crocidura luna","luna","Crocidura","Soricidae","Eulipotyphla",6,42,6,51,31.66739,1.225018
"1043","Crocidura lusitania","lusitania","Crocidura","Soricidae","Eulipotyphla",1,8,1,7,-13,15.00234
"1044","Crocidura lwiroensis","lwiroensis","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,29,-5
"1045","Crocidura macarthuri","macarthuri","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,40,-1.000152
"1046","Crocidura macmillani","macmillani","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,37,9
"1047","Crocidura macowi","macowi","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,37,3
"1048","Crocidura malayana","malayana","Crocidura","Soricidae","Eulipotyphla",1,3,1,6,101,4.002442
"1049","Crocidura manengubae","manengubae","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"1050","Crocidura maquassiensis","maquassiensis","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,31,-23
"1051","Crocidura mariquensis","mariquensis","Crocidura","Soricidae","Eulipotyphla",2,16,1,21,23,-31.00524
"1052","Crocidura maurisca","maurisca","Crocidura","Soricidae","Eulipotyphla",2,15,2,21,30.59961,-0.6009408
"1053","Crocidura maxi","maxi","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,111,-8.004908
"1054","Crocidura mdumai","mdumai","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,35,-3
"1055","Crocidura mindorus","mindorus","Crocidura","Soricidae","Eulipotyphla",1,15,1,12,121,13
"1056","Crocidura miya","miya","Crocidura","Soricidae","Eulipotyphla",3,36,3,17,81,7
"1057","Crocidura monax","monax","Crocidura","Soricidae","Eulipotyphla",1,14,1,7,35,-9.001382
"1058","Crocidura monticola","monticola","Crocidura","Soricidae","Eulipotyphla",4,22,4,42,108,-7.001072
"1059","Crocidura montis","montis","Crocidura","Soricidae","Eulipotyphla",2,27,2,19,32.14346,1.574644
"1060","Crocidura munissii","munissii","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,35,-9.001382
"1061","Crocidura muricauda","muricauda","Crocidura","Soricidae","Eulipotyphla",1,15,1,10,30,1.000152
"1062","Crocidura musseri","musseri","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,120.3331,-2.334517
"1063","Crocidura mutesae","mutesae","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,18,3.000457
"1064","Crocidura nana","nana","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,36.33388,-3.66884
"1065","Crocidura nanilla","nanilla","Crocidura","Soricidae","Eulipotyphla",1,14,1,15,29.9997,-1.001068
"1066","Crocidura neglecta","neglecta","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,101,-1.000152
"1067","Crocidura negligens","negligens","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,105,3
"1068","Crocidura negrina","negrina","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,123,10.00616
"1069","Crocidura newmarki","newmarki","Crocidura","Soricidae","Eulipotyphla",1,6,1,6,36,-3.000457
"1070","Crocidura nicobarica","nicobarica","Crocidura","Soricidae","Eulipotyphla",1,1,1,2,93,7
"1071","Crocidura nigeriae","nigeriae","Crocidura","Soricidae","Eulipotyphla",4,44,4,34,2.199898,9.014667
"1072","Crocidura nigricans","nigricans","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,13,-31.00524
"1073","Crocidura nigripes","nigripes","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,119.6664,-1.667719
"1074","Crocidura nigrofusca","nigrofusca","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,33.16619,0.3340771
"1075","Crocidura nimbae","nimbae","Crocidura","Soricidae","Eulipotyphla",1,5,1,45,-9.667756,8.337896
"1076","Crocidura nimbasilvanus","nimbasilvanus","Crocidura","Soricidae","Eulipotyphla",1,9,1,9,-9,8.004908
"1077","Crocidura ninoyi","ninoyi","Crocidura","Soricidae","Eulipotyphla",1,15,1,12,123,13
"1078","Crocidura niobe","niobe","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,29.49985,-0.501163
"1079","Crocidura obscurior","obscurior","Crocidura","Soricidae","Eulipotyphla",4,103,4,18,-6.335336,6.339724
"1080","Crocidura olivieri","olivieri","Crocidura","Soricidae","Eulipotyphla",26,324,22,32,31.93336,0.06665851
"1081","Crocidura orientalis","orientalis","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,107,-7
"1082","Crocidura orii","orii","Crocidura","Soricidae","Eulipotyphla",1,2,1,24,NA,NA
"1083","Crocidura pachyura","pachyura","Crocidura","Soricidae","Eulipotyphla",3,13,3,15,9,40.02931
"1084","Crocidura palawanensis","palawanensis","Crocidura","Soricidae","Eulipotyphla",1,3,1,4,117.6678,8.337896
"1085","Crocidura panayensis","panayensis","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,123,11
"1086","Crocidura paradoxura","paradoxura","Crocidura","Soricidae","Eulipotyphla",1,5,1,8,101,-1.000152
"1087","Crocidura parvipes","parvipes","Crocidura","Soricidae","Eulipotyphla",1,14,1,23,31.80039,3.403771
"1088","Crocidura pasha","pasha","Crocidura","Soricidae","Eulipotyphla",2,5,2,5,NA,NA
"1089","Crocidura pergrisea","pergrisea","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,75,34.02356
"1090","Crocidura phaeura","phaeura","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,39,7
"1091","Crocidura phanluongi","phanluongi","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,107,13
"1092","Crocidura phuquocensis","phuquocensis","Crocidura","Soricidae","Eulipotyphla",3,24,3,14,NA,NA
"1093","Crocidura picea","picea","Crocidura","Soricidae","Eulipotyphla",1,14,1,23,NA,NA
"1094","Crocidura pitmani","pitmani","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"1095","Crocidura planiceps","planiceps","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,30,1.000152
"1096","Crocidura poensis","poensis","Crocidura","Soricidae","Eulipotyphla",2,47,2,22,11.6664,-1.667719
"1097","Crocidura polia","polia","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,121,-3
"1098","Crocidura pullata","pullata","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,73.24008,34.3717
"1099","Crocidura raineyi","raineyi","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,37,1
"1100","Crocidura ramona","ramona","Crocidura","Soricidae","Eulipotyphla",2,6,2,26,35,30.02017
"1101","Crocidura rapax","rapax","Crocidura","Soricidae","Eulipotyphla",2,34,2,21,109,13
"1102","Crocidura religiosa","religiosa","Crocidura","Soricidae","Eulipotyphla",3,5,3,5,31,30.02017
"1103","Crocidura rhoditis","rhoditis","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,122.1997,-0.2009677
"1104","Crocidura roosevelti","roosevelti","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,11,3
"1105","Crocidura russula","russula","Crocidura","Soricidae","Eulipotyphla",248,4817,154,65,4.944344,48.474
"1106","Crocidura sapaensis","sapaensis","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"1107","Crocidura selina","selina","Crocidura","Soricidae","Eulipotyphla",1,5,1,18,31,1.000152
"1108","Crocidura serezkyensis","serezkyensis","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"1109","Crocidura shantungensis","shantungensis","Crocidura","Soricidae","Eulipotyphla",16,194,13,21,127.7503,36.31198
"1110","Crocidura sibirica","sibirica","Crocidura","Soricidae","Eulipotyphla",8,160,8,26,71,41.00759
"1111","Crocidura sicula","sicula","Crocidura","Soricidae","Eulipotyphla",8,109,7,27,15,37
"1112","Crocidura silacea","silacea","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,33.66287,-25.68225
"1113","Crocidura smithii","smithii","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"1114","Crocidura sokolovi","sokolovi","Crocidura","Soricidae","Eulipotyphla",2,46,1,15,NA,NA
"1115","Crocidura somalica","somalica","Crocidura","Soricidae","Eulipotyphla",1,9,1,31,NA,NA
"1116","Crocidura stenocephala","stenocephala","Crocidura","Soricidae","Eulipotyphla",1,33,1,19,29,-2.00122
"1117","Crocidura suaveolens","suaveolens","Crocidura","Soricidae","Eulipotyphla",143,3778,100,59,8.794195,48.06837
"1118","Crocidura susiana","susiana","Crocidura","Soricidae","Eulipotyphla",0,0,0,NA,49,33
